"X","FirstName","LastName","Position","Origin","Destination","TransferDate","Rating","Stars","Eligibility","Team","Transfer","Player","Team_New"
1649,"Jacalyn","Morrison","CB","Notre Dame College","","2024-03-07T06:00:00.000Z",NA,NA,"Immediate","Notre Dame College",FALSE,"Jacalyn Morrison",NA
1650,"Brandon","Campbell","RB","Houston","Massachusetts","2024-04-10T21:56:00.000Z",0.86,3,"Immediate","Massachusetts",TRUE,"Brandon Campbell","massachusetts"
1651,"La'Vell","Wright","RB","Kentucky","Austin Peay","2024-04-10T19:51:00.000Z",NA,3,"Immediate","Austin Peay",TRUE,"La'Vell Wright",NA
1652,"Jordan","Houston","RB","NC State","Marshall","2023-12-04T14:17:00.000Z",0.85,3,"Immediate","Marshall",TRUE,"Jordan Houston","marshall"
1653,"Star","Thomas","RB","New Mexico State","Duke","2024-04-10T17:12:00.000Z",0.87,3,"Immediate","Duke",TRUE,"Star Thomas","duke"
1654,"Christion","Stokes","S","West Virginia","Findlay","2023-12-04T15:54:00.000Z",NA,3,"Immediate","Findlay",TRUE,"Christion Stokes",NA
1655,"Max","Brown","QB","Florida","Charlotte","2023-12-04T15:57:00.000Z",0.87,3,"Immediate","Charlotte",TRUE,"Max Brown","charlotte"
1656,"Manny","Moss","S","Western Kentucky","","2023-12-04T16:36:00.000Z",NA,NA,"Immediate","Western Kentucky",FALSE,"Manny Moss","western-kentucky"
1657,"Addison","Copeland III","WR","Pittsburgh","Coffeyville C.C.","2023-12-04T16:07:00.000Z",NA,3,"Immediate","Coffeyville C.C.",TRUE,"Addison Copeland III",NA
1658,"Bryson","Barnes","QB","Utah","Utah State","2023-12-04T16:05:00.000Z",0.86,3,"Immediate","Utah State",TRUE,"Bryson Barnes","utah-state"
1659,"Zach","Long","K","Troy","Bowling Green","2023-12-04T15:47:00.000Z",NA,NA,"Immediate","Bowling Green",TRUE,"Zach Long","bowling-green-state"
1660,"Chedon","James","WR","Idaho State","Fresno State","2023-12-05T03:01:00.000Z",0.86,3,"Immediate","Fresno State",TRUE,"Chedon James","fresno-state"
1661,"Thai","Chiaokhiao-Bowman","WR","Florida","Rice","2023-12-04T15:55:00.000Z",NA,3,"Immediate","Rice",TRUE,"Thai Chiaokhiao-Bowman","rice"
1662,"Tyler","Neville","TE","Harvard","Virginia","2023-11-22T16:02:00.000Z",0.88,3,"Immediate","Virginia",TRUE,"Tyler Neville","virginia"
1663,"Jalen","Travis","OT","Princeton","Iowa State","2023-11-22T01:27:00.000Z",0.87,3,"Immediate","Iowa State",TRUE,"Jalen Travis","iowa-state"
1664,"Donte","Lee Jr.","WR","Shaw","Liberty","2023-11-21T23:10:00.000Z",0.8,3,"Immediate","Liberty",TRUE,"Donte Lee Jr.","liberty"
1665,"Tyler","Huenemann","DL","Harvard","","2023-11-21T21:37:00.000Z",NA,3,"Immediate","Harvard",FALSE,"Tyler Huenemann",NA
1666,"Micaiah","Bell","DL","Harvard","","2023-11-21T21:35:00.000Z",NA,NA,"Immediate","Harvard",FALSE,"Micaiah Bell",NA
1667,"Aidan","Twombly","TE","VMI","","2023-11-21T21:32:00.000Z",NA,NA,"Immediate","VMI",FALSE,"Aidan Twombly",NA
1668,"Jack","Purcell","OT","Pennsylvania","Duke","2023-11-21T21:28:00.000Z",0.82,3,"Immediate","Duke",TRUE,"Jack Purcell","duke"
1669,"Jason","Llewellyn","TE","Oklahoma","Texas Tech","2023-12-04T16:04:00.000Z",NA,3,"Immediate","Texas Tech",TRUE,"Jason Llewellyn","texas-tech"
1670,"Jackson","Stratton","QB","Colorado State","Iowa","2023-12-04T16:08:00.000Z",NA,3,"Immediate","Iowa",TRUE,"Jackson Stratton","iowa"
1671,"Christian","Hunt","QB","Arkansas State","","2023-12-04T16:00:00.000Z",NA,3,"Immediate","Arkansas State",FALSE,"Christian Hunt","arkansas-state"
1672,"Dorian","Helm","S","Massachusetts","Bryant","2023-12-04T16:07:00.000Z",NA,2,"Immediate","Bryant",TRUE,"Dorian Helm",NA
1673,"Jamel","Johnson","CB","Charleston Southern","Temple","2023-12-04T18:14:00.000Z",0.84,3,"Immediate","Temple",TRUE,"Jamel Johnson","temple"
1674,"Edward","Saydee","RB","Temple","Gardner-Webb","2023-12-04T16:15:00.000Z",NA,3,"Immediate","Gardner-Webb",TRUE,"Edward Saydee",NA
1675,"Eli","Hall","DL","Wake Forest","Liberty","2023-12-04T16:08:00.000Z",0.84,3,"Immediate","Liberty",TRUE,"Eli Hall","liberty"
1676,"Bennie","Garner","LB","Southern Miss","","2023-12-04T16:26:00.000Z",NA,NA,"Immediate","Southern Miss",FALSE,"Bennie Garner","southern-mississippi"
1677,"Kaleb","Elarms-Orr","LB","California","TCU","2023-12-04T16:38:00.000Z",0.9,4,"Immediate","TCU",TRUE,"Kaleb Elarms-Orr",NA
1678,"Bangally","Kamara","LB","Pittsburgh","South Carolina","2023-12-04T16:37:00.000Z",0.89,3,"Immediate","South Carolina",TRUE,"Bangally Kamara","south-carolina"
1679,"John","Anderson","S","Charlotte","","2023-12-04T20:31:00.000Z",NA,3,"Immediate","Charlotte",FALSE,"John Anderson","charlotte"
1680,"Ty","Perkins","WR","Cincinnati","Marshall","2023-12-04T15:52:00.000Z",0.82,3,"Immediate","Marshall",TRUE,"Ty Perkins","marshall"
1681,"Samuel","Mbake","WR","Arkansas","Kilgore J.C.","2023-12-04T16:28:00.000Z",NA,4,"Immediate","Kilgore J.C.",TRUE,"Samuel Mbake",NA
1682,"Kasen","Weisman","QB","Colorado","Florida Atlantic","2023-12-04T20:20:00.000Z",0.83,3,"Immediate","Florida Atlantic",TRUE,"Kasen Weisman","florida-atlantic"
1683,"Elijah","Bowser","OT","Louisiana Tech","","2023-12-04T16:16:00.000Z",NA,NA,"Immediate","Louisiana Tech",FALSE,"Elijah Bowser","louisiana-tech"
1684,"Owen","Chambliss","LB","Utah","San Diego State","2023-12-04T16:01:00.000Z",0.84,3,"Immediate","San Diego State",TRUE,"Owen Chambliss","san-diego-state"
1685,"Ethen","Erickson","IOL","Colorado State","","2023-12-04T15:51:00.000Z",NA,NA,"Immediate","Colorado State",FALSE,"Ethen Erickson","colorado-state"
1686,"Raleek","Brown","RB","USC","Arizona State","2023-12-04T15:50:00.000Z",0.9,4,"Immediate","Arizona State",TRUE,"Raleek Brown","arizona-state"
1687,"Jesiah","Stevens-Silva","TE","Central Michigan","","2023-12-04T20:43:00.000Z",NA,2,"Immediate","Central Michigan",FALSE,"Jesiah Stevens-Silva","central-michigan"
1688,"Cordale","Russell","WR","TCU","Colorado","2023-12-04T20:42:00.000Z",0.88,3,"Immediate","Colorado",TRUE,"Cordale Russell","colorado"
1689,"Markeston","Douglas","TE","Florida State","Arizona State","2023-12-04T20:41:00.000Z",0.88,3,"Immediate","Arizona State",TRUE,"Markeston Douglas","arizona-state"
1690,"O'Shaan","Allison","RB","Ohio","Austin Peay","2023-12-04T20:41:00.000Z",NA,2,"Immediate","Austin Peay",TRUE,"O'Shaan Allison",NA
1691,"Davis","Mallinger","S","West Virginia","Nevada","2023-12-04T16:03:00.000Z",0.86,3,"Immediate","Nevada",TRUE,"Davis Mallinger","nevada"
1692,"Adrian","Cole","CB","Florida International","Arkansas State","2023-12-04T15:48:00.000Z",0.84,3,"Immediate","Arkansas State",TRUE,"Adrian Cole","arkansas-state"
1693,"Toriano","Pride Jr.","CB","Clemson","Missouri","2023-12-04T15:47:00.000Z",0.92,4,"Immediate","Missouri",TRUE,"Toriano Pride Jr.","missouri"
1694,"Tyrell","Henry","WR","Michigan State","Wisconsin","2023-12-04T15:47:00.000Z",0.88,3,"Immediate","Wisconsin",TRUE,"Tyrell Henry","wisconsin"
1695,"Nazeviah","Burris","WR","Stetson","Florida International","2023-12-05T18:09:00.000Z",0.82,3,"Immediate","Florida International",TRUE,"Nazeviah Burris","florida-international"
1696,"Michael","Harrison","TE","Colorado","San Diego State","2023-12-04T20:41:00.000Z",0.87,3,"Immediate","San Diego State",TRUE,"Michael Harrison","san-diego-state"
1697,"Mike","Ciaffoni","IOL","Rutgers","","2023-12-04T21:08:00.000Z",NA,3,"Immediate","Rutgers",FALSE,"Mike Ciaffoni","rutgers"
1698,"Tremayne","Mejia-Paster","LB","Colorado State","Bethune-Cookman","2023-12-04T20:40:00.000Z",NA,3,"Immediate","Bethune-Cookman",TRUE,"Tremayne Mejia-Paster",NA
1699,"Jordan","Dunbar","CB","Rice","Kansas State","2023-12-05T03:47:00.000Z",0.85,3,"Immediate","Kansas State",TRUE,"Jordan Dunbar","kansas-state"
1700,"Dami'on","Thompson","WR","Coastal Carolina","East Mississippi C.C.","2023-12-04T20:38:00.000Z",NA,3,"Immediate","East Mississippi C.C.",TRUE,"Dami'on Thompson",NA
1701,"Jonathan","Patrick Jr.","WR","UTEP","","2023-12-05T15:53:00.000Z",NA,2,"Immediate","UTEP",FALSE,"Jonathan Patrick Jr.",NA
1702,"BJ","Ragland","DL","Charlotte","Chattanooga","2023-12-05T14:38:00.000Z",NA,3,"Immediate","Chattanooga",TRUE,"BJ Ragland",NA
1703,"Dameon","Smallwood","IOL","North Texas","Lamar","2023-12-04T15:52:00.000Z",NA,3,"Immediate","Lamar",TRUE,"Dameon Smallwood",NA
1704,"Tyson","Mobley","WR","Coastal Carolina","Liberty","2023-12-05T14:39:00.000Z",0.85,3,"Immediate","Liberty",TRUE,"Tyson Mobley","liberty"
1705,"Jeremy","Jones","IOL","Tulsa","Marshall","2023-12-04T20:28:00.000Z",0.83,3,"Immediate","Marshall",TRUE,"Jeremy Jones","marshall"
1706,"Quantavious","Leslie","IOL","Western Kentucky","","2023-12-04T16:00:00.000Z",NA,3,"Withdrawn","Western Kentucky",FALSE,"Quantavious Leslie","western-kentucky"
1707,"Jocelyn","Malaska","CB","Utah","Oklahoma","2023-12-04T15:51:00.000Z",NA,3,"Immediate","Oklahoma",TRUE,"Jocelyn Malaska","oklahoma"
1708,"Caden","Costa","K","Ole Miss","Memphis","2023-12-04T15:59:00.000Z",0.8,3,"Immediate","Memphis",TRUE,"Caden Costa","memphis"
1709,"Brady","Shannon","QB","UCF","Youngstown State","2023-12-04T16:31:00.000Z",NA,3,"Immediate","Youngstown State",TRUE,"Brady Shannon",NA
1710,"DQ","James","RB","Wyoming","","2023-12-04T16:29:00.000Z",NA,3,"Immediate","Wyoming",FALSE,"DQ James","wyoming"
1711,"James","Pogorelc","OT","Stanford","Duke","2023-12-04T20:57:00.000Z",0.86,3,"Immediate","Duke",TRUE,"James Pogorelc","duke"
1712,"AJ","Green","RB","Arkansas","Oklahoma State","2023-12-04T21:10:00.000Z",0.88,3,"Immediate","Oklahoma State",TRUE,"AJ Green","oklahoma-state"
1713,"Ta'ir","Brooks","WR","New Mexico State","Northern Arizona","2023-12-04T21:10:00.000Z",NA,3,"Immediate","Northern Arizona",TRUE,"Ta'ir Brooks",NA
1714,"Myles","Norwood","CB","New Mexico State","Ball State","2024-04-30T15:23:00.000Z",0.83,3,"Immediate","Ball State",TRUE,"Myles Norwood","ball-state"
1715,"Khali","Saunders","LB","Kent State","","2023-12-04T20:34:00.000Z",NA,3,"Immediate","Kent State",FALSE,"Khali Saunders","kent-state"
1716,"Hayden","Erickson","OT","Utah","","2023-12-04T20:52:00.000Z",NA,2,"Immediate","Utah",FALSE,"Hayden Erickson","utah"
1717,"Ethan","Presutty","WR","Old Dominion","","2023-12-04T20:52:00.000Z",NA,NA,"Immediate","Old Dominion",FALSE,"Ethan Presutty","old-dominion"
1718,"Jordan","Bly","WR","Old Dominion","Gardner-Webb","2023-12-04T20:50:00.000Z",NA,3,"Immediate","Gardner-Webb",TRUE,"Jordan Bly",NA
1719,"Terrell","Crosby Jr.","WR","Iowa State","Toledo","2023-12-04T20:48:00.000Z",0.82,3,"Immediate","Toledo",TRUE,"Terrell Crosby Jr.","toledo"
1720,"James","Edwards","CB","App State","Tennessee Tech","2023-12-04T20:47:00.000Z",NA,3,"Immediate","Tennessee Tech",TRUE,"James Edwards",NA
1721,"Stephan","Byrd","RB","Cincinnati","Youngstown State","2023-12-04T15:48:00.000Z",NA,3,"Immediate","Youngstown State",TRUE,"Stephan Byrd",NA
1722,"Travonte","O'Neal","DL","Florida International","","2023-12-05T14:37:00.000Z",NA,3,"Immediate","Florida International",FALSE,"Travonte O'Neal","florida-international"
1723,"PJ","Johnson III","WR","New Mexico State","","2023-12-05T15:11:00.000Z",NA,3,"Withdrawn","New Mexico State",FALSE,"PJ Johnson III","new-mexico-state"
1724,"Tommy","Schuster","QB","North Dakota","Michigan State","2023-12-04T16:15:00.000Z",0.88,3,"Immediate","Michigan State",TRUE,"Tommy Schuster","michigan-state"
1725,"Zach","Barlev","IOL","Illinois","Old Dominion","2023-12-04T16:37:00.000Z",0.81,3,"Immediate","Old Dominion",TRUE,"Zach Barlev","old-dominion"
1726,"Will","Lee III","CB","Kansas State","Texas A&M","2023-12-04T16:14:00.000Z",0.9,4,"Immediate","Texas A&M",TRUE,"Will Lee III","texas-am"
1727,"Sam","Staruch","WR","Michigan","Massachusetts","2023-12-05T15:03:00.000Z",NA,NA,"Immediate","Massachusetts",TRUE,"Sam Staruch","massachusetts"
1728,"Jasaiah","Gathings","WR","Akron","UConn","2023-12-05T14:55:00.000Z",0.83,3,"Immediate","UConn",TRUE,"Jasaiah Gathings",NA
1729,"Kendre","Gant","LB","Louisiana","Houston","2023-12-05T14:29:00.000Z",0.89,3,"Immediate","Houston",TRUE,"Kendre Gant","houston"
1730,"George","Hamsley","QB","LSU","Tennessee State","2023-12-05T14:29:00.000Z",NA,NA,"Immediate","Tennessee State",TRUE,"George Hamsley",NA
1731,"Andrew","Savaiinaea","TE","Florida","Nevada","2023-12-05T14:23:00.000Z",0.86,3,"Immediate","Nevada",TRUE,"Andrew Savaiinaea","nevada"
1732,"Corey","Stewart","OT","Ball State","Purdue","2023-12-04T16:05:00.000Z",0.87,3,"Immediate","Purdue",TRUE,"Corey Stewart","purdue"
1733,"Justice","Guillory","IOL","Stephen F. Austin","North Texas","2023-12-05T02:29:00.000Z",0.82,3,"Immediate","North Texas",TRUE,"Justice Guillory","north-texas"
1734,"Jakob","James","OT","Ohio State","Toledo","2023-12-04T16:24:00.000Z",0.83,3,"Immediate","Toledo",TRUE,"Jakob James","toledo"
1735,"Shawn","Charles","WR","Arizona State","","2023-12-07T20:10:00.000Z",NA,NA,"Immediate","Arizona State",FALSE,"Shawn Charles","arizona-state"
1736,"TJ","Sheffield","WR","Purdue","UConn","2023-11-22T16:06:00.000Z",0.86,3,"Immediate","UConn",TRUE,"TJ Sheffield",NA
1737,"Jermod","McCoy","CB","Oregon State","Tennessee","2023-12-05T18:17:00.000Z",0.9,4,"Immediate","Tennessee",TRUE,"Jermod McCoy","tennessee"
1738,"Jardin","Gilbert","S","Texas A&M","LSU","2023-12-05T17:40:00.000Z",0.93,4,"Immediate","LSU",TRUE,"Jardin Gilbert","louisiana-state"
1739,"Davon","Graham II","CB","Oklahoma","Utah State","2023-12-04T16:07:00.000Z",0.84,3,"Immediate","Utah State",TRUE,"Davon Graham II","utah-state"
1740,"Ayden","Garnes","CB","Duquesne","West Virginia","2023-12-05T05:03:00.000Z",0.88,3,"Immediate","West Virginia",TRUE,"Ayden Garnes","west-virginia"
1741,"Jashon","Watkins","CB","Tennessee State","Massachusetts","2023-12-05T04:55:00.000Z",0.83,3,"Immediate","Massachusetts",TRUE,"Jashon Watkins","massachusetts"
1742,"Omar","Aigbedion","IOL","Montana State","Baylor","2023-12-05T03:37:00.000Z",0.89,3,"Immediate","Baylor",TRUE,"Omar Aigbedion","baylor"
1743,"X'Avion","Brice","CB","Texas","North Texas","2023-12-05T03:04:00.000Z",0.85,3,"Immediate","North Texas",TRUE,"X'Avion Brice","north-texas"
1744,"Brady","Olson","QB","Massachusetts","Central Connecticut","2023-12-04T16:09:00.000Z",NA,2,"Immediate","Central Connecticut",TRUE,"Brady Olson",NA
1745,"Curtis","Roberts","LB","Florida Atlantic","","2023-12-04T15:55:00.000Z",NA,3,"Immediate","Florida Atlantic",FALSE,"Curtis Roberts","florida-atlantic"
1746,"Caden","Blum","DL","Air Force","","2023-12-05T14:34:00.000Z",NA,2,"Immediate","Air Force",FALSE,"Caden Blum","air-force"
1747,"Reece","Thomas","WR","Kansas","Lindenwood","2023-12-04T16:13:00.000Z",NA,NA,"Immediate","Lindenwood",TRUE,"Reece Thomas",NA
1748,"Mani","Powell","LB","Arkansas","UNLV","2023-12-04T15:54:00.000Z",0.84,3,"Immediate","UNLV",TRUE,"Mani Powell",NA
1749,"Jaquan","Dixon","RB","Georgia State","","2023-12-04T16:18:00.000Z",NA,3,"Immediate","Georgia State",FALSE,"Jaquan Dixon","georgia-state"
1750,"Bryce","Langston","DL","LSU","Florida Atlantic","2023-12-04T16:18:00.000Z",0.8,3,"Immediate","Florida Atlantic",TRUE,"Bryce Langston","florida-atlantic"
1751,"Tyson","Berry","WR","San Diego State","Trinity Valley C.C.","2023-12-04T20:31:00.000Z",NA,3,"Immediate","Trinity Valley C.C.",TRUE,"Tyson Berry",NA
1752,"Damien","Martinez","RB","Oregon State","Miami","2024-04-09T20:44:00.000Z",0.93,4,"Immediate","Miami",TRUE,"Damien Martinez","miami-fl"
1753,"Jayhvion","Gipson","LB","New Mexico State","","2024-01-08T06:00:00.000Z",NA,3,"Immediate","New Mexico State",FALSE,"Jayhvion Gipson","new-mexico-state"
1754,"Malik","Chavis","S","Arkansas","UNLV","2023-12-06T15:43:00.000Z",0.83,3,"Immediate","UNLV",TRUE,"Malik Chavis",NA
1755,"Siaosi","Lauhingoa","DL","Utah State","","2023-12-15T19:10:00.000Z",NA,2,"Immediate","Utah State",FALSE,"Siaosi Lauhingoa","utah-state"
1756,"Qway","McCoy","S","UL Monroe","Kennesaw State","2023-12-04T06:00:00.000Z",0.81,3,"Immediate","Kennesaw State",TRUE,"Qway McCoy",NA
1757,"Tamarion","McDonald","S","Tennessee","Louisville","2023-12-13T15:36:00.000Z",0.9,4,"Immediate","Louisville",TRUE,"Tamarion McDonald","louisville"
1758,"Desmond","Reid","RB","Western Carolina","Pittsburgh","2023-12-06T18:01:00.000Z",0.87,3,"Immediate","Pittsburgh",TRUE,"Desmond Reid","pittsburgh"
1759,"Sedarius","McConnell","DL","Illinois","Boston College","2023-12-06T15:40:00.000Z",0.87,3,"Immediate","Boston College",TRUE,"Sedarius McConnell","boston-college"
1760,"Dexter","Williams II","QB","Indiana","Georgia Southern","2023-11-27T16:23:00.000Z",0.84,3,"Immediate","Georgia Southern",TRUE,"Dexter Williams II","georgia-southern"
1761,"Ozzie","Nicholas","LB","Princeton","Duke","2023-11-27T16:23:00.000Z",0.88,3,"Immediate","Duke",TRUE,"Ozzie Nicholas","duke"
1762,"Gerquan","Scott","IOL","Southern Miss","Ole Miss","2023-11-27T15:41:00.000Z",0.88,3,"Immediate","Ole Miss",TRUE,"Gerquan Scott","mississippi"
1763,"Kamari","Morales","TE","North Carolina","Boston College","2023-11-27T13:26:00.000Z",0.88,3,"Immediate","Boston College",TRUE,"Kamari Morales","boston-college"
1764,"DJ","Wingfield","IOL","New Mexico","Purdue","2023-11-27T06:00:00.000Z",0.87,3,"Immediate","Purdue",TRUE,"DJ Wingfield","purdue"
1765,"Tre'Quon","Fegans","CB","USC","UCF","2024-04-16T19:34:00.000Z",0.88,3,"Immediate","UCF",TRUE,"Tre'Quon Fegans",NA
1766,"Jabril","White","CB","Cincinnati","New Mexico State","2024-04-16T19:33:00.000Z",NA,NA,"Immediate","New Mexico State",TRUE,"Jabril White","new-mexico-state"
1767,"Jack","Bernstein","LS","Georgia State","UCF","2024-04-05T20:28:00.000Z",NA,NA,"Immediate","UCF",TRUE,"Jack Bernstein",NA
1768,"Jake","Johnson","TE","Texas A&M","North Carolina","2023-12-06T15:35:00.000Z",0.92,4,"Immediate","North Carolina",TRUE,"Jake Johnson","north-carolina"
1769,"Kiwaun","Davis","CB","Northern Illinois","","2024-04-30T05:00:00.000Z",0.81,3,"Immediate","Northern Illinois",FALSE,"Kiwaun Davis","northern-illinois"
1770,"Isaiah","Wright","IOL","Austin Peay","UTEP","2023-12-05T00:22:00.000Z",0.82,3,"Immediate","UTEP",TRUE,"Isaiah Wright",NA
1771,"Walter","Nolen","DL","Texas A&M","Ole Miss","2023-12-04T02:50:00.000Z",0.99,5,"Immediate","Ole Miss",TRUE,"Walter Nolen","mississippi"
1772,"Easton","Mascarenas-Arnold","LB","Oregon State","USC","2023-12-06T15:25:00.000Z",0.91,4,"Immediate","USC",TRUE,"Easton Mascarenas-Arnold",NA
1773,"Chris","Thompson Jr.","LB","USC","Tulsa","2023-12-04T01:15:00.000Z",0.85,3,"Immediate","Tulsa",TRUE,"Chris Thompson Jr.","tulsa"
1774,"Chris","McClellan","DL","Florida","Missouri","2023-12-03T20:46:00.000Z",0.89,3,"Immediate","Missouri",TRUE,"Chris McClellan","missouri"
1775,"Blake","Bustard","OT","Wayne State","Eastern Michigan","2023-12-04T16:53:00.000Z",0.84,3,"Immediate","Eastern Michigan",TRUE,"Blake Bustard","eastern-michigan"
1776,"Parker","Lewis","K","Ohio State","Arizona State","2023-12-03T14:36:00.000Z",NA,3,"Immediate","Arizona State",TRUE,"Parker Lewis","arizona-state"
1777,"Ethan","Duane","P","Old Dominion","Buffalo","2023-12-01T17:14:00.000Z",NA,2,"Immediate","Buffalo",TRUE,"Ethan Duane","buffalo"
1778,"Travares","Springer","CB","Western Kentucky","","2023-12-01T17:13:00.000Z",NA,3,"Immediate","Western Kentucky",FALSE,"Travares Springer","western-kentucky"
1779,"Josh","Kaltenberger","IOL","Purdue","Maryland","2023-11-26T18:44:00.000Z",0.84,3,"Immediate","Maryland",TRUE,"Josh Kaltenberger","maryland"
1780,"Jackson","McGohan","TE","LSU","Wisconsin","2023-12-06T15:24:00.000Z",0.88,3,"Immediate","Wisconsin",TRUE,"Jackson McGohan","wisconsin"
1781,"Faybian","Marks","CB","Utah","Rice","2023-11-25T04:00:00.000Z",0.81,3,"Immediate","Rice",TRUE,"Faybian Marks","rice"
1782,"Thor","Griffith","DL","Harvard","Louisville","2023-11-24T22:58:00.000Z",0.89,3,"Immediate","Louisville",TRUE,"Thor Griffith","louisville"
1783,"Max","Brosmer","QB","New Hampshire","Minnesota","2023-11-24T16:40:00.000Z",0.9,4,"Immediate","Minnesota",TRUE,"Max Brosmer","minnesota"
1784,"Keyshawn","Blackstock","IOL","Michigan State","Arkansas","2023-11-24T15:53:00.000Z",0.88,3,"Immediate","Arkansas",TRUE,"Keyshawn Blackstock","arkansas"
1785,"Clarence","Lewis","CB","Notre Dame","Syracuse","2024-03-29T20:34:00.000Z",0.87,3,"Immediate","Syracuse",TRUE,"Clarence Lewis","syracuse"
1786,"Charles","Arnold Jr.","S","Coastal Carolina","Missouri State","2024-03-29T05:00:00.000Z",NA,3,"Immediate","Missouri State",TRUE,"Charles Arnold Jr.",NA
1787,"Brevin","Randle","LB","Louisiana Tech","UTSA","2023-12-06T15:19:00.000Z",0.83,3,"Immediate","UTSA",TRUE,"Brevin Randle",NA
1788,"Kyle","Taylor","LB","Tarleton State","Arkansas State","2023-12-05T00:06:00.000Z",0.83,3,"Immediate","Arkansas State",TRUE,"Kyle Taylor","arkansas-state"
1789,"Brycen","Yarmo","TE","Akron","","2023-11-29T22:49:00.000Z",NA,3,"Immediate","Akron",FALSE,"Brycen Yarmo","akron"
1790,"Justin","Bowick","WR","Eastern Illinois","Ball State","2023-12-01T21:18:00.000Z",0.82,3,"Immediate","Ball State",TRUE,"Justin Bowick","ball-state"
1791,"Byron","Floyd","LS","Pittsburgh","Buffalo","2023-12-01T14:49:00.000Z",NA,NA,"Immediate","Buffalo",TRUE,"Byron Floyd","buffalo"
1792,"JJ","Sparkman","WR","Texas Tech","UTSA","2023-12-06T15:18:00.000Z",0.83,3,"Immediate","UTSA",TRUE,"JJ Sparkman",NA
1793,"Jam","Jackson","CB","Robert Morris","Virginia","2023-11-30T15:29:00.000Z",0.85,3,"Immediate","Virginia",TRUE,"Jam Jackson","virginia"
1794,"Lucas","Heyer","OT","Stanford","","2023-12-05T01:45:00.000Z",NA,3,"Immediate","Stanford",FALSE,"Lucas Heyer","stanford"
1795,"Jayden","York","TE","Texas Tech","Houston","2023-12-06T15:16:00.000Z",0.84,3,"Immediate","Houston",TRUE,"Jayden York","houston"
1796,"Jaden","Dugger","S","Georgetown","Louisiana","2023-12-04T19:13:00.000Z",0.86,3,"Immediate","Louisiana",TRUE,"Jaden Dugger",NA
1797,"Micah","Cherry","CB","Toledo","Jackson State","2024-04-16T19:10:00.000Z",NA,3,"Immediate","Jackson State",TRUE,"Micah Cherry",NA
1798,"Khristopher","Love","IOL","Maryland","","2024-02-13T06:00:00.000Z",NA,3,"Immediate","Maryland",FALSE,"Khristopher Love","maryland"
1799,"Danny","Valenzuela","IOL","Texas State","","2024-03-04T06:00:00.000Z",NA,3,"Immediate","Texas State",FALSE,"Danny Valenzuela","texas-state"
1800,"Tanner","Bailey","QB","South Carolina","","2023-12-04T23:16:00.000Z",NA,3,"Immediate","South Carolina",FALSE,"Tanner Bailey","south-carolina"
1801,"Anton","Juncaj","DL","UAlbany","Arkansas","2023-12-18T15:52:00.000Z",0.9,4,"Immediate","Arkansas",TRUE,"Anton Juncaj","arkansas"
1802,"Kaedric","Cobbs","RB","UTSA","Bryant","2023-12-20T14:05:00.000Z",NA,3,"Immediate","Bryant",TRUE,"Kaedric Cobbs",NA
1803,"Brennan","Smith","IOL","Austin Peay","UTEP","2023-12-08T00:04:00.000Z",0.82,3,"Immediate","UTEP",TRUE,"Brennan Smith",NA
1804,"Jai'Lun","Hampton","OT","Charlotte","UT Martin","2023-12-04T17:32:00.000Z",NA,3,"Immediate","UT Martin",TRUE,"Jai'Lun Hampton",NA
1805,"Ashtyn","Hawkins","WR","Texas State","Baylor","2023-12-15T06:00:00.000Z",0.88,3,"Immediate","Baylor",TRUE,"Ashtyn Hawkins","baylor"
1806,"Devonte'","Mathews","CB","Nicholls","Western Kentucky","2023-12-07T00:48:00.000Z",0.86,3,"Immediate","Western Kentucky",TRUE,"Devonte' Mathews","western-kentucky"
1807,"Cort","Bradley","IOL","UAB","","2023-12-05T21:07:00.000Z",NA,2,"Immediate","UAB",FALSE,"Cort Bradley",NA
1808,"Rasheed","Miller","OT","Georgia Southern","Louisville","2024-01-02T19:50:00.000Z",0.87,3,"Immediate","Louisville",TRUE,"Rasheed Miller","louisville"
1809,"Zeke","Blake","CB","Youngstown State","Toledo","2023-11-29T22:17:00.000Z",0.84,3,"Immediate","Toledo",TRUE,"Zeke Blake","toledo"
1810,"Mekhi","Mason","LB","Syracuse","Louisiana Tech","2023-12-15T19:06:00.000Z",0.84,3,"Immediate","Louisiana Tech",TRUE,"Mekhi Mason","louisiana-tech"
1811,"Tamarcus","Cooley","CB","Maryland","NC State","2023-12-13T06:18:00.000Z",0.86,3,"Immediate","NC State",TRUE,"Tamarcus Cooley",NA
1812,"Dalesean","Staley","S","Northern Iowa","San Diego State","2023-12-07T06:00:00.000Z",0.85,3,"Immediate","San Diego State",TRUE,"Dalesean Staley","san-diego-state"
1813,"Blue","Smith","WR","Western Kentucky","","2023-12-27T14:52:00.000Z",NA,4,"Immediate","Western Kentucky",FALSE,"Blue Smith","western-kentucky"
1814,"Colby","Garfield","LS","East Carolina","Ohio","2023-12-12T16:30:00.000Z",NA,NA,"Immediate","Ohio",TRUE,"Colby Garfield","ohio"
1815,"Christian","Lee","TE","North Texas","","2023-12-21T21:43:00.000Z",NA,3,"Immediate","North Texas",FALSE,"Christian Lee","north-texas"
1816,"Braylon","James","WR","Notre Dame","TCU","2023-12-04T13:52:00.000Z",0.9,4,"Immediate","TCU",TRUE,"Braylon James",NA
